"H","2026/01/04"
"［データ区分］","［伝票日付］","［伝票No］","［取引状態］","［自社コード］","［自社会員名］","［自社担当者］","［取引先コード］","［取引先名］","［納品場所コード］","［納品場所名］","［納品場所 住所］","［マイカタログID］","［自社管理商品コード］","［商品名］","［規格］","［入数］","［入数単位］","［単価］","［数量］","［単位］","［金額］","［消費税］","［小計］","［課税区分］","［税区分］","［合計 商品本体］","［合計 商品消費税］","［合計 送料本体］","［合計 送料消費税］","［合計 その他］","［総合計］","［発注日］","［発送日］","［納品日］","［受領日］","［取引ID_SYSTEM］","［伝票明細ID_SYSTEM］","［発注送信日］","［発注送信時間］","［送信日］","［送信時間］"
"D","2025/12/06","509451","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220246750","","キング醸造　ロイヤルキング料理酒","１．８Ｌ","1.00","本","360.00","1.00","本","360","0","360","","外税","","","","","","","2025/12/06","2025/12/06","2025/12/06","2025/12/06","1726332974","11","2025/12/06","00:56","2025/12/08","03:26"
"D","2025/12/08","509598","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","94928124","","サッポロ  ラガー  中瓶（赤星）　500ML","500ML×20","20.00","本","288.00","6.00","本","1728","0","1728","","外税","2264","0","0","0","0","2264","2025/12/07","2025/12/08","2025/12/08","2025/12/08","1726650761","1","2025/12/07","02:32","2025/12/10","12:02"
"D","2025/12/08","509598","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950645","","ウィルキンソン タンサン　ペット 500ML","500ＭＬ × 1本","24.00","本","134.00","4.00","本","536","0","536","","外税","","","","","","","2025/12/07","2025/12/08","2025/12/08","2025/12/08","1726650761","2","2025/12/07","02:32","2025/12/10","12:02"
"D","2025/12/08","509844","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","123998923","","浅利ストレートエキス","1ｋ入","0.00","未指定","450.00","1.00","PC","450","0","450","","外税","6450","0","0","0","0","6450","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727094817","1","2025/12/08","01:36","2025/12/10","12:02"
"D","2025/12/08","509844","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56863232","","オススメ鮮魚情報","ソールポーション","0.00","未指定","2000.00","3.00","PC","6000","0","6000","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727094817","2","2025/12/08","01:36","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597014","","ベルギーエシャロット","","0.00","kg","1300.00","1.08","kg","1404","112","1516","","外税","9109","726","0","0","0","9835","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","1","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596983","","バラシャンピ","","0.00","箱","1400.00","1.00","C/S","1400","112","1512","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","2","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","250.00","1.00","個","250","20","270","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","3","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","400.00","1.00","個","400","32","432","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","4","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","320.00","1.00","PC","320","25","345","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","5","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597032","","マイクロリーフ","","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","6","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","155474463","","マイクロパースレー","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","7","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597035","","梨","","0.00","個","600.00","1.00","個","600","48","648","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","8","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","9","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596635","","いんげん","","0.00","kg","2500.00","0.30","kg","750","60","810","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","10","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597081","","いちぢく","","0.00","PC","1100.00","1.00","PC","1100","88","1188","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","11","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596724","","ラディッシュ/ラレシ","","0.00","束","180.00","1.00","束","180","14","194","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","12","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","168515799","","トマト　バラ","","0.00","個","160.00","3.00","個","480","38","518","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","13","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596587","","舞茸","","0.00","PC","185.00","3.00","PC","555","44","599","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","14","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509847","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596751","","生椎茸","","0.00","PC","320.00","2.00","PC","640","51","691","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727097409","15","2025/12/08","01:44","2025/12/10","12:02"
"D","2025/12/08","509850","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596623","","大根","","0.00","本","250.00","1.00","本","250","20","270","","外税","630","50","0","0","0","680","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098064","1","2025/12/08","01:49","2025/12/10","12:02"
"D","2025/12/08","509850","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","155474463","","マイクロパースレー","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098064","2","2025/12/08","01:49","2025/12/10","12:02"
"D","2025/12/08","509851","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596697","","ローズマリー","","0.00","PC","230.00","1.00","PC","230","18","248","","外税","230","18","0","0","0","248","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098418","1","2025/12/08","01:53","2025/12/10","12:02"
"D","2025/12/08","509852","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220485914","","ゆず汁","","0.00","本","1600.00","1.00","本","1600","0","1600","","外税","4550","0","0","0","0","4550","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098909","1","2025/12/08","01:58","2025/12/10","12:02"
"D","2025/12/08","509852","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","67532640","","吉村農園　しいたけ","","0.00","未指定","350.00","0.00","PC","0","0","0","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098909","2","2025/12/08","01:58","2025/12/10","12:02"
"D","2025/12/08","509852","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220568085","","カモメ　ビニール袋（No．１７）　100枚入","","0.00","PC","460.00","1.00","PC","460","0","460","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098909","3","2025/12/08","01:58","2025/12/10","12:02"
"D","2025/12/08","509852","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220568023","","フード　ムッディ三倍濃縮トマトペースト","１８５ｇ","1.00","本","550.00","1.00","本","550","0","550","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098909","4","2025/12/08","01:58","2025/12/10","12:02"
"D","2025/12/08","509852","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220485967","","しいたけ","500g","0.00","PC","1940.00","1.00","PC","1940","0","1940","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727098909","5","2025/12/08","01:58","2025/12/10","12:02"
"D","2025/12/08","509853","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","104336290","","冷凍　ストロベリーピューレ加糖10％","1kg","0.00","PC","1380.00","1.00","PC","1380","0","1380","","外税","1380","0","0","0","0","1380","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727099006","1","2025/12/08","01:59","2025/12/10","12:02"
"D","2025/12/08","509854","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","114466868","","有明　チキンブイヨン","1kg","1.00","PC","1230.00","1.00","PC","1230","0","1230","","外税","2580","0","0","0","0","2580","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727105631","1","2025/12/08","02:26","2025/12/10","12:02"
"D","2025/12/08","509854","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","151444799","","キスコ　トマトコンソメ","","0.00","PC","1350.00","1.00","PC","1350","0","1350","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727105631","2","2025/12/08","02:26","2025/12/10","12:02"
"D","2025/12/08","509859","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","96771149","","パイシート　T-144","200ｇ","5.00","PC","1470.00","1.00","PC","1470","0","1470","","外税","1470","0","0","0","0","1470","2025/12/08","2025/12/08","2025/12/08","2025/12/08","1727115008","1","2025/12/08","03:35","2025/12/10","12:02"
"D","2025/12/08","510708","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950663","","コカコーラ　瓶　190ML","190ML×24","1.00","本","131.00","3.00","本","393","0","393","","外税","2213","0","0","0","0","2213","","2025/12/08","2025/12/08","2025/12/08","1728799422","1","","","2025/12/11","19:13"
"D","2025/12/08","510708","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950670","","アサヒ  スーパードライ  中　500ML","500ML×20","1.00","本","288.00","4.00","本","1152","0","1152","","外税","","","","","","","","2025/12/08","2025/12/08","2025/12/08","1728799422","2","","","2025/12/11","19:13"
"D","2025/12/08","510708","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","87614975","","アサヒ ドライゼロ 小瓶 334ML","334ML× 1本","30.00","本","167.00","4.00","本","668","0","668","","外税","","","","","","","","2025/12/08","2025/12/08","2025/12/08","1728799422","3","","","2025/12/11","19:13"
"D","2025/12/09","509945","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150488","","パーチバター（無塩）よつ葉","４５０ｇ","30.00","C/S","918.00","1.00","個","918","0","918","","外税","2329","0","0","0","0","2329","2025/12/08","2025/12/08","2025/12/09","2025/12/09","1727328273","1","2025/12/08","15:01","2025/12/10","12:02"
"D","2025/12/09","509945","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150496","","牛乳","１Ｌ　成分無調整","12.00","C/S","245.00","1.00","本","245","0","245","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/09","2025/12/09","1727328273","2","2025/12/08","15:01","2025/12/10","12:02"
"D","2025/12/09","509945","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150519","","北海道フレッシュクリーム３８％　１Ｌ","１Ｌ","1.00","本","1166.00","1.00","本","1166","0","1166","","外税","","","","","","","2025/12/08","2025/12/08","2025/12/09","2025/12/09","1727328273","3","2025/12/08","15:01","2025/12/10","12:02"
"D","2025/12/10","510166","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","68570815","","粉糖","400g","1.00","PC","280.00","2.00","PC","560","0","560","","外税","2610","0","0","0","0","2610","2025/12/09","2025/12/10","2025/12/10","2025/12/10","1727752528","1","2025/12/09","11:54","2025/12/11","19:13"
"D","2025/12/10","510166","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","151444799","","キスコ　トマトコンソメ","","0.00","PC","1350.00","1.00","PC","1350","0","1350","","外税","","","","","","","2025/12/09","2025/12/10","2025/12/10","2025/12/10","1727752528","2","2025/12/09","11:54","2025/12/11","19:13"
"D","2025/12/10","510166","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","172449809","","業務用プロ用リードペーパー","１００枚X２ロール入","1.00","PC","700.00","1.00","PC","700","0","700","","外税","","","","","","","2025/12/09","2025/12/10","2025/12/10","2025/12/10","1727752528","3","2025/12/09","11:54","2025/12/11","19:13"
"D","2025/12/10","510171","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","211664731","","豚アミ脂","","0.00","kg","400.00","3.19","kg","1276","0","1276","","外税","4276","0","0","0","0","4276","2025/12/09","2025/12/10","2025/12/10","2025/12/10","1727777531","1","2025/12/09","13:12","2025/12/11","19:13"
"D","2025/12/10","510171","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","195474042","","合ヒキ肉","1ｋｇ～","1.00","kg","1500.00","2.00","kg","3000","0","3000","","外税","","","","","","","2025/12/09","2025/12/10","2025/12/10","2025/12/10","1727777531","2","2025/12/09","13:12","2025/12/11","19:13"
"D","2025/12/11","510179","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150488","","パーチバター（無塩）よつ葉","４５０ｇ","30.00","C/S","918.00","2.00","個","1836","0","1836","","外税","1836","0","0","0","0","1836","2025/12/09","2025/12/10","2025/12/11","2025/12/11","1727807844","1","2025/12/09","14:19","2025/12/15","00:36"
"D","2025/12/11","510460","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","38.00","枚","1330","0","1330","","外税","1620","0","0","0","0","1620","","2025/12/11","2025/12/11","2025/12/11","1728386654","1","","","2025/12/15","00:36"
"D","2025/12/11","510460","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66010254","","コックコート","","0.00","未指定","145.00","2.00","枚","290","0","290","","外税","","","","","","","","2025/12/11","2025/12/11","2025/12/11","1728386654","2","","","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","450.00","1.00","個","450","36","486","","外税","4282","338","0","0","0","4620","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","1","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","280.00","1.00","個","280","22","302","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","2","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597035","","梨","","0.00","個","650.00","1.00","個","650","52","702","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","3","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","340.00","1.00","PC","340","27","367","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","4","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596990","","ピンクロッサ","","0.00","個","200.00","1.00","個","200","16","216","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","5","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","190682456","","かぶ","7玉","0.00","束","300.00","1.00","束","300","24","324","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","6","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596623","","大根","","0.00","本","230.00","1.00","本","230","18","248","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","7","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596732","","ミニトマト","","0.00","PC","320.00","1.00","PC","320","25","345","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","8","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596811","","ごぼう","","0.00","PC","800.00","0.59","kg","472","37","509","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","9","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597080","","サニーレタス","","0.00","個","160.00","1.00","個","160","12","172","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","10","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596694","","レタス","","0.00","個","230.00","2.00","個","460","36","496","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","11","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510621","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597079","","トレビス","","0.00","個","420.00","1.00","個","420","33","453","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728570536","12","2025/12/11","01:04","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596729","","カリフラワー","","0.00","個","450.00","2.00","個","900","72","972","","外税","3994","318","0","0","0","4312","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","1","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","190682454","","かぶ","3玉","0.00","束","260.00","2.00","束","520","41","561","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","2","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","134672886","","軟白ネギ","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","3","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597004","","玉ねぎ","","0.00","kg","400.00","1.10","kg","440","35","475","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","4","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596662","","百合根","","0.00","個","480.00","0.53","個","254","20","274","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","5","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","510625","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596966","","セルリアック","","0.00","個","1500.00","1.00","kg","1500","120","1620","","外税","","","","","","","2025/12/11","2025/12/11","2025/12/11","2025/12/11","1728573991","6","2025/12/11","01:15","2025/12/15","00:36"
"D","2025/12/11","513183","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","ワインエクスペリエンス株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","220581598","","Perdeberg The Vineyard Collection Cap Classiques Chenin Blanc 2021 WO","750ml","6.00","本","2800.00","3.00","本","8400","840","9240","","外税","25500","2550","0","0","0","28050","","2025/12/10","2025/12/11","2025/12/11","1732965495","1","","","2025/12/21","21:41"
