"H","2025/11/05"
"［データ区分］","［伝票日付］","［伝票No］","［取引状態］","［自社コード］","［自社会員名］","［自社担当者］","［取引先コード］","［取引先名］","［納品場所コード］","［納品場所名］","［納品場所 住所］","［マイカタログID］","［自社管理商品コード］","［商品名］","［規格］","［入数］","［入数単位］","［単価］","［数量］","［単位］","［金額］","［消費税］","［小計］","［課税区分］","［税区分］","［合計 商品本体］","［合計 商品消費税］","［合計 送料本体］","［合計 送料消費税］","［合計 その他］","［総合計］","［発注日］","［発送日］","［納品日］","［受領日］","［取引ID_SYSTEM］","［伝票明細ID_SYSTEM］","［発注送信日］","［発注送信時間］","［送信日］","［送信時間］"
"D","2025/10/09","495918","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","155474463","","マイクロパースレー","","0.00","PC","380.00","1.00","PC","380","30","410","","外税","","","","","","","2025/10/08","2025/10/08","2025/10/09","2025/10/09","1700173695","2","2025/10/08","17:30","2025/10/09","18:39"
"D","2025/10/09","495918","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/10/08","2025/10/08","2025/10/09","2025/10/09","1700173695","3","2025/10/08","17:30","2025/10/09","18:39"
"D","2025/10/09","495918","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597039","","スペアミント","","0.00","PC","230.00","1.00","PC","230","18","248","","外税","","","","","","","2025/10/08","2025/10/08","2025/10/09","2025/10/09","1700173695","4","2025/10/08","17:30","2025/10/09","18:39"
"D","2025/10/09","495921","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950645","","ウィルキンソン タンサン　ペット 500ML","500ＭＬ × 1本","24.00","本","134.00","1.00","本","134","0","134","","外税","134","0","0","0","0","134","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700175764","1","2025/10/08","17:34","2025/10/09","18:39"
"D","2025/10/09","495922","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","195473932","","山西牧場 三右衛門 豚粗挽き","","0.00","未指定","1600.00","2.00","kg","3200","0","3200","","外税","5632","0","0","0","0","5632","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700177397","1","2025/10/08","17:37","2025/10/10","14:32"
"D","2025/10/09","495922","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","195474027","","ベーコンスライス","kg","0.00","kg","2000.00","1.00","kg","2000","0","2000","","外税","","","","","","","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700177397","2","2025/10/08","17:37","2025/10/10","14:32"
"D","2025/10/09","495922","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","鈴商ミートサプライ株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","209242632","","ハート無鶏レバー","2kg入","0.00","PC","800.00","0.54","kg","432","0","432","","外税","","","","","","","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700177397","3","2025/10/08","17:37","2025/10/10","14:32"
"D","2025/10/09","495923","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","76327078","","ココナッツファイン","1ｋｇ","0.00","袋","1610.00","1.00","袋","1610","0","1610","","外税","1820","0","0","0","0","1820","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700178815","1","2025/10/08","17:40","2025/10/09","18:39"
"D","2025/10/09","495923","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","101528218","","ＡＹ　ココナッツミルク","420ｇ","1.00","缶","370.00","0.00","缶","0","0","0","","外税","","","","","","","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700178815","2","2025/10/08","17:40","2025/10/09","18:39"
"D","2025/10/09","495923","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","142021038","","トマトコーポ　ココナッツミルク","400ml","0.00","本","210.00","1.00","本","210","0","210","","外税","","","","","","","2025/10/08","2025/10/09","2025/10/09","2025/10/09","1700178815","3","2025/10/08","17:40","2025/10/09","18:39"
"D","2025/10/09","495971","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","7.00","枚","245","0","245","","外税","950","0","0","0","0","950","","2025/10/09","2025/10/09","2025/10/09","1700215519","1","","","2025/10/09","18:39"
"D","2025/10/09","495971","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66106839","","Ｙシャツ","","0.00","枚","135.00","2.00","枚","270","0","270","","外税","","","","","","","","2025/10/09","2025/10/09","2025/10/09","1700215519","2","","","2025/10/09","18:39"
"D","2025/10/09","495971","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66010254","","コックコート","","0.00","未指定","145.00","3.00","枚","435","0","435","","外税","","","","","","","","2025/10/09","2025/10/09","2025/10/09","1700215519","3","","","2025/10/09","18:39"
"D","2025/10/10","495714","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ＴＡＴＳＵＭＩ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","168967634","","トンマーゾ：イントッソ ［ＥＸＶオリーブオイル］ ５００ｍｌ","500ml","1.00","本","2900.00","1.00","本","2900","0","2900","","外税","2900","0","0","0","0","2900","2025/10/07","2025/10/10","2025/10/10","2025/10/10","1699833111","1","2025/10/07","21:47","2025/10/14","16:41"
"D","2025/10/10","495915","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150519","","北海道フレッシュクリーム３８％　１Ｌ","１Ｌ","1.00","本","1166.00","1.00","本","1166","0","1166","","外税","1411","0","0","0","0","1411","2025/10/08","2025/10/09","2025/10/10","2025/10/10","1700168828","1","2025/10/08","17:19","2025/10/11","17:10"
"D","2025/10/10","495915","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150496","","牛乳","１Ｌ　成分無調整","12.00","C/S","245.00","1.00","本","245","0","245","","外税","","","","","","","2025/10/08","2025/10/09","2025/10/10","2025/10/10","1700168828","2","2025/10/08","17:19","2025/10/11","17:10"
"D","2025/10/10","496305","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","94928124","","サッポロ  ラガー  中瓶（赤星）　500ML","500ML×20","20.00","本","288.00","5.00","本","1440","0","1440","","外税","1440","0","0","0","0","1440","2025/10/09","2025/10/10","2025/10/10","2025/10/10","1700773109","1","2025/10/09","20:57","2025/10/11","17:10"
"D","2025/10/10","496357","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950163","","活〆鯛　２ｋ","","0.00","本","1600.00","2.40","kg","3840","0","3840","","外税","5640","0","0","0","0","5640","2025/10/09","2025/10/10","2025/10/10","2025/10/10","1700821381","1","2025/10/09","22:13","2025/10/11","17:10"
"D","2025/10/10","496357","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950137","","あさり （大）","","0.00","","1800.00","1.00","kg","1800","0","1800","","外税","","","","","","","2025/10/09","2025/10/10","2025/10/10","2025/10/10","1700821381","2","2025/10/09","22:13","2025/10/11","17:10"
"D","2025/10/13","496936","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66106839","","Ｙシャツ","","0.00","枚","135.00","2.00","枚","270","0","270","","外税","515","0","0","0","0","515","","2025/10/13","2025/10/13","2025/10/13","1702035429","1","","","2025/10/14","16:41"
"D","2025/10/13","496936","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","7.00","枚","245","0","245","","外税","","","","","","","","2025/10/13","2025/10/13","2025/10/13","1702035429","2","","","2025/10/14","16:41"
"D","2025/10/14","497176","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597028","","クレソン","","0.00","束","180.00","2.00","束","360","28","388","","外税","1010","80","0","0","0","1090","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702452676","1","2025/10/14","02:00","2025/10/15","15:43"
"D","2025/10/14","497176","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702452676","2","2025/10/14","02:00","2025/10/15","15:43"
"D","2025/10/14","497176","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597087","","玉子　パック","Lサイズ","0.00","PC","300.00","1.00","PC","300","24","324","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702452676","3","2025/10/14","02:00","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","151614718","","三祐　パルマラット　マスカルポーネ","500ｇ","1.00","ヶ","1230.00","1.00","ヶ","1230","0","1230","","外税","3960","0","0","0","0","3960","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","1","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","207531736","","カッテージチーズ","","1.00","PC","350.00","1.00","PC","350","0","350","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","2","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","101528218","","ＡＹ　ココナッツミルク","420ｇ","1.00","缶","370.00","0.00","缶","0","0","0","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","3","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","133201663","","シークラムジュース","1.36L","0.00","缶","1100.00","1.00","缶","1100","0","1100","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","4","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","111407687","","A　中温　栗マロン甘露煮（渋皮付）","1100ｇ","1.00","本","2510.00","0.00","本","0","0","0","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","5","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","142021038","","トマトコーポ　ココナッツミルク","400ml","0.00","本","210.00","1.00","本","210","0","210","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","6","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497177","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","93524722","","F&B　マロン栗水煮　ホール","400ｇ","0.00","未指定","1070.00","1.00","PC","1070","0","1070","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455460","7","2025/10/14","02:07","2025/10/15","15:43"
"D","2025/10/14","497178","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","76327102","","モンテ　アダモ　シチリア産ピスタチオ","200ｇ","0.00","未指定","3490.00","0.00","PC","0","0","0","","外税","5560","0","0","0","0","5560","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455916","1","2025/10/14","02:08","2025/10/15","15:43"
"D","2025/10/14","497178","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","164995868","","G　ピスタチオ（生ムキ）","1kg","1.00","PC","5560.00","1.00","PC","5560","0","5560","","外税","","","","","","","2025/10/14","2025/10/14","2025/10/14","2025/10/14","1702455916","2","2025/10/14","02:08","2025/10/15","15:43"
"D","2025/10/16","497465","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","23.00","枚","805","0","805","","外税","1075","0","0","0","0","1075","","2025/10/16","2025/10/16","2025/10/16","1703191452","1","","","2025/10/17","13:38"
"D","2025/10/16","497465","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66106839","","Ｙシャツ","","0.00","枚","135.00","2.00","枚","270","0","270","","外税","","","","","","","","2025/10/16","2025/10/16","2025/10/16","1703191452","2","","","2025/10/17","13:38"
"D","2025/10/16","497741","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950163","","活〆鯛　２ｋ","","0.00","本","1600.00","2.20","kg","3520","0","3520","","外税","3520","0","0","0","0","3520","2025/10/16","2025/10/16","2025/10/16","2025/10/16","1703770326","1","2025/10/16","21:51","2025/10/17","13:38"
"D","2025/10/17","497740","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","139875860","","生クリーム　３５％","200ｍｌ","1.00","本","520.00","1.00","個","520","0","520","","外税","3670","0","0","0","0","3670","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703769979","1","2025/10/16","21:51","2025/10/18","13:24"
"D","2025/10/17","497740","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","207531736","","カッテージチーズ","","1.00","PC","350.00","2.00","PC","700","0","700","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703769979","2","2025/10/16","21:51","2025/10/18","13:24"
"D","2025/10/17","497740","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","76327077","","ライプオリーブ（種なし）","4号","1.00","缶","350.00","2.00","缶","700","0","700","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703769979","3","2025/10/16","21:51","2025/10/18","13:24"
"D","2025/10/17","497740","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","137639941","","E-殺菌・漂白剤","５ｋｇ","1.00","本","880.00","1.00","本","880","0","880","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703769979","4","2025/10/16","21:51","2025/10/18","13:24"
"D","2025/10/17","497740","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","121191409","","ファインラップ","30cm×100m","1.00","本","290.00","3.00","本","870","0","870","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703769979","5","2025/10/16","21:51","2025/10/18","13:24"
"D","2025/10/17","497743","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56672171","","バキュームパック150-250１００枚入","","0.00","PC","700.00","2.00","PC","1400","0","1400","","外税","2450","0","0","0","0","2450","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703771393","3","2025/10/16","21:53","2025/10/18","13:24"
"D","2025/10/17","497743","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56672172","","バキュームパック200-300１００枚入","","0.00","PC","1050.00","1.00","PC","1050","0","1050","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703771393","4","2025/10/16","21:53","2025/10/18","13:24"
"D","2025/10/17","497743","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56672171","","バキュームパック150-250１００枚入","","0.00","PC","660.00","0.00","PC","0","0","0","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703771393","1","2025/10/16","21:53","2025/10/18","13:24"
"D","2025/10/17","497743","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","川島食品株式会社","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56672172","","バキュームパック200-300１００枚入","","0.00","PC","1050.00","0.00","PC","0","0","0","","外税","","","","","","","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703771393","2","2025/10/16","21:53","2025/10/18","13:24"
"D","2025/10/17","497744","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","94928124","","サッポロ  ラガー  中瓶（赤星）　500ML","500ML×20","20.00","本","288.00","2.00","本","576","0","576","","外税","576","0","0","0","0","576","2025/10/16","2025/10/17","2025/10/17","2025/10/17","1703772471","1","2025/10/16","21:54","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596764","","アンディーブ","","0.00","本","380.00","1.00","本","380","30","410","","外税","2450","193","0","0","0","2643","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","1","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597032","","マイクロリーフ","","0.00","PC","280.00","1.00","PC","280","22","302","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","2","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597005","","かぶ","5玉","0.00","束","280.00","1.00","束","280","22","302","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","3","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596715","","ズッキーニ","","0.00","本","200.00","1.00","本","200","16","216","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","4","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597012","","なす","","0.00","PC","250.00","1.00","PC","250","20","270","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","5","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596677","","わさび菜","","0.00","PC","150.00","1.00","PC","150","12","162","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","6","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596724","","ラディッシュ/ラレシ","","0.00","束","180.00","1.00","束","180","14","194","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","7","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596728","","ブロッコリー","","0.00","個","260.00","1.00","個","260","20","280","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","8","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64597029","","赤水菜","","0.00","PC","350.00","1.00","PC","350","28","378","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","9","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","497892","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社ｅｆｆ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64596693","","赤別スプラウト/レッドキャベツスプラウト","","0.00","PC","120.00","1.00","PC","120","9","129","","外税","","","","","","","2025/10/17","2025/10/17","2025/10/17","2025/10/17","1703866501","10","2025/10/17","00:51","2025/10/18","13:24"
"D","2025/10/17","499514","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社カクヤス","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950664","","カナタﾞトﾞライ シﾞンシﾞャーエール 瓶　207ML","207ML×24","1.00","本","119.00","4.00","本","476","0","476","","外税","476","0","0","0","0","476","","2025/10/17","2025/10/17","2025/10/17","1707278777","1","","","2025/10/25","11:46"
"D","2025/10/20","498442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66106851","","カラーエプロン","","0.00","未指定","100.00","1.00","枚","100","0","100","","外税","555","0","0","0","0","555","","2025/10/20","2025/10/20","2025/10/20","1705097795","1","","","2025/10/21","17:13"
"D","2025/10/20","498442","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","板川　与志人","","株式会社穂高リネンサプライ","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","66177757","","ナフキン","","0.00","未指定","35.00","13.00","枚","455","0","455","","外税","","","","","","","","2025/10/20","2025/10/20","2025/10/20","1705097795","2","","","2025/10/21","17:13"
"D","2025/10/21","498503","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150496","","牛乳","１Ｌ　成分無調整","12.00","C/S","245.00","2.00","本","490","0","490","","外税","2246","0","0","0","0","2246","2025/10/20","2025/10/21","2025/10/21","2025/10/21","1705329363","1","2025/10/20","16:36","2025/10/22","15:14"
"D","2025/10/21","498503","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","56150519","","北海道フレッシュクリーム３８％　１Ｌ","１Ｌ","1.00","本","1166.00","1.00","本","1166","0","1166","","外税","","","","","","","2025/10/20","2025/10/21","2025/10/21","2025/10/21","1705329363","2","2025/10/20","16:36","2025/10/22","15:14"
"D","2025/10/21","498503","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社東京めいらく","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","202366639","","ケーキ用ホイップ　１Ｌ","１Ｌ","12.00","C/S","590.00","1.00","本","590","0","590","","外税","","","","","","","2025/10/20","2025/10/21","2025/10/21","2025/10/21","1705329363","3","2025/10/20","16:36","2025/10/22","15:14"
"D","2025/10/21","498508","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","株式会社丸昌","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","55950163","","活〆鯛　２ｋ","","0.00","本","1600.00","1.90","kg","3040","0","3040","","外税","3040","0","0","0","0","3040","2025/10/20","2025/10/21","2025/10/21","2025/10/21","1705338886","1","2025/10/20","16:51","2025/10/22","15:14"
"D","2025/10/21","498509","受領","1000020","ｃａｖａｃａｖａ（株式会社ワルツ）","細川大地","","有限会社ミナト商会","","-既定納品場所-","東京都新宿区荒木町9-7ナオビル1階","64828557","","サバトン　マロンペースト","1kg","1.00","缶","2290.00","1.00","缶","2290","0","2290","","外税","4450","0","0","0","0","4450","2025/10/20","2025/10/21","2025/10/21","2025/10/21","1705339736","1","2025/10/20","16:52","2025/10/22","15:14"
